RSI,Trend,Volume,stock_quality_score,Predicted_Quality_Label
47.34717707805657,9.732791570023508,606.17463445088,86.5309366888137,Bagus
95.0607146937556,8.654569667080267,627.9003894909077,86.35633100076129,Bagus
90.53819764192636,8.99599826583848,503.4172708548569,85.6212663410474,Bagus
5.755876001664428,6.766574094222758,618.254771530296,85.61326919044828,Bagus
49.44203047025815,6.842378462714173,484.52298519102135,85.240200168974,Bagus
39.85047343973734,6.255991345150051,618.1282404578958,85.10362405827016,Bagus
50.31362585800877,5.542938318548735,520.1635011119934,84.83453791003288,Bagus
7.118864846022898,0.5540221817259976,862.3637087467451,84.74282167903982,Bagus
4.530400977204452,5.0675637051788325,671.5731955927996,84.49431047757355,Bagus
2.3271935735825866,1.0770856880264148,926.5876251614944,84.1532200768938,Bagus
90.53506419560637,7.3719825637892065,437.47492202372905,84.12848347964022,Bagus
16.29344270814297,8.12708770189472,560.9379715353863,84.11793732662954,Bagus
9.128667678613356,4.5143901677672,690.3948286293653,84.07570937943922,Bagus
47.41738290873252,4.1248445431299245,450.5441353100935,83.76759150601349,Bagus
4.072880231897013,4.019382629182399,944.765729882428,83.68240280867242,Bagus
1.8221825651549728,9.39757653415278,783.6530127411431,83.56725189336873,Bagus
81.44684825889358,9.38605071238198,492.1162930795382,83.51576065784604,Bagus
67.25184560770384,9.74552258629889,806.2012797930613,82.90981394898368,Bagus
31.89756302937613,9.859295922386009,949.520623657642,82.61185216976641,Bagus
68.30067734163569,7.822862273961423,622.0867002278735,82.54152976536321,Bagus
11.816482762165624,2.5879727627052507,459.1357562382613,82.45975481830726,Bagus
41.26176769114265,2.4026519560307342,640.8747448032146,82.29330335025611,Bagus
1.4393488629755868,2.364361266325222,996.6368370739052,82.25870014299566,Bagus
69.67371653641507,3.9149737796923434,980.032575285477,82.0458422850378,Bagus
75.78461104643691,5.230212634349446,999.7176732861304,81.8596259312228,Bagus
34.08035402530179,-0.7260319012003578,896.7884099060118,77.47510258177233,Bagus
9.120610304869036,9.398287956292066,370.472102791382,74.4823361390572,Bagus
1.083765148029836,6.450744858463381,364.2698610480755,72.59024738689915,Bagus
61.585009805221645,8.944971547677174,358.1627180328405,70.69115276517385,Bagus
94.14648087765252,9.243450969490835,350.587558806597,68.26968394367057,Sedang
6.9361300875165455,9.264450788812226,348.25546702330035,67.50726954357094,Sedang
85.84127518430118,1.6731222370174414,667.5577385210272,66.01089195363879,Sedang
73.50710438038858,1.6862862384620048,633.4008543167258,65.58120822150724,Sedang
87.74720135270529,2.551161601681269,328.7516102875082,60.830070975065496,Sedang
85.64898411883223,1.1680849947161,852.1815003185401,57.45174974951561,Sedang
75.08710677914974,9.48789615332333,192.2890188086708,50.00000000000004,Sedang
28.185477477339997,0.4619568834029763,258.2443882989584,50.000000000000036,Sedang
75.45428740846823,9.72421488959206,40.86861626647887,50.00000000000003,Sedang
10.077800137742663,-9.756910506203674,513.9894891598108,50.00000000000002,Sedang
32.8664545369916,6.211066615636657,276.87764814720373,50.00000000000002,Sedang
54.56167893159349,1.667375301943192,14.54466566788193,50.00000000000002,Sedang
37.46126146264712,-2.4748082893816843,520.3077009037933,50.00000000000002,Sedang
44.1530501373377,-1.703609953246696,462.5347161331479,50.000000000000014,Sedang
38.61026378007743,-2.5025884095259183,589.9176868546331,50.000000000000014,Sedang
32.00496010306117,3.694623451077586,120.6358711006008,50.000000000000014,Sedang
82.64574661077417,6.275900394138972,88.70253375705562,50.00000000000001,Sedang
57.34378881232861,7.321277790008168,81.75903194887191,50.0,Sedang
62.58599157142364,-8.329985666026625,772.3183917356394,50.0,Sedang
11.607264050691624,-7.977546477544195,555.4317056026274,50.0,Sedang
80.6834739267264,7.805275677818326,151.90269351229435,50.0,Sedang
57.5474177875879,-7.623641674638561,620.3095513534647,50.0,Sedang
63.183721216979926,-9.095626597876212,873.5786241067772,49.99999999999999,Sedang
49.16158751168324,-8.30324571829616,954.0510272587225,49.99999999999999,Sedang
63.50936508676438,9.720021276457416,113.55759219962904,49.99999999999999,Sedang
44.84455219783198,-9.47266051005496,920.8724005318132,49.99999999999999,Sedang
10.31238688359326,3.963234280394904,168.93506307216455,49.99999999999999,Sedang
62.8942846779884,-0.9091787046445354,492.6180939928696,49.99999999999999,Sedang
65.8693631618945,-1.515559815060474,551.9068387744855,49.99999999999999,Sedang
38.92016787341631,8.21854368987685,206.33371840579247,49.999999999999986,Sedang
19.57911347892964,-5.528083229610948,904.1586944937484,49.999999999999986,Sedang
7.056874740042984,-7.776050353876974,876.653602658345,49.999999999999986,Sedang
64.32882184423532,2.984206042321272,212.96416150891076,49.999999999999986,Sedang
43.385164923797305,-2.587157058662182,671.7006844058567,49.999999999999986,Sedang
70.36578593800236,6.437201185807126,247.34810174319765,49.999999999999986,Sedang
35.59726786512616,-7.140166358943283,812.9010091300776,49.999999999999986,Sedang
80.34809303848486,8.023160209819778,240.14561877819307,49.999999999999986,Sedang
31.93136375904149,2.268303918715798,39.31213984109894,49.99999999999998,Sedang
4.600264202175275,-8.317863877700052,768.9874151805105,49.99999999999998,Sedang
11.706701642760589,7.294447525101063,252.4369443440208,49.99999999999998,Sedang
64.24192782063156,-0.1474979141828178,403.482866212397,49.99999999999997,Sedang
38.816992620652194,-7.649475064457903,704.0797680992235,49.99999999999997,Sedang
75.06147516408583,9.008229681531176,128.04583895777245,49.999999999999964,Sedang
45.825289049151664,4.920897585308467,136.37147558676978,49.999999999999964,Sedang
9.44429607559284,-9.136801760988478,396.5427823212702,49.172129658720124,Sedang
58.57755812734633,-0.626787160117475,28.78267631333897,46.593259905834465,Sedang
54.95288823237355,-0.6261368041005948,368.9136395697724,43.3767618697076,Sedang
79.15790437258485,1.8826143070427024,184.5210193563773,42.76488920265676,Sedang
95.0061967050805,-1.6351392741876225,799.4103989090427,35.026934569699826,Buruk
90.25529066795669,0.7219273268824082,278.59033903195865,23.661536300517824,Buruk
28.203457257130648,-9.091072393170842,75.86332810866392,18.747856118655942,Buruk
77.64129607419969,-6.237576805524774,345.6672833238632,18.519559248718664,Buruk
29.32107716980645,-2.4707326624390085,61.07795985486375,18.32607044034113,Buruk
75.237452943768,-6.991662177929436,748.2596903836584,18.309838624906803,Buruk
78.96181427945538,-2.3821828673795693,209.3493233367103,17.725185621594207,Buruk
17.320186991001517,-2.514584084877594,228.6428055034627,17.605957002060478,Buruk
93.07573256035649,-2.932955439478944,473.9616402628724,17.235053098446585,Buruk
96.11905638239142,-4.285758274362785,392.2440450997323,17.111398268310047,Buruk
50.525237244785714,-3.8094476742734447,177.0104842767468,16.489325159229963,Buruk
35.09150125520787,-8.872490066981458,36.6832028905979,16.30363913203624,Buruk
17.743954377972283,-4.380736208155394,128.87972191064924,16.264226037220876,Buruk
37.20180857927832,-4.452376340377347,181.88008439914483,15.972632983884303,Buruk
88.77041827582998,-4.531858561385875,747.4709381337566,15.910722988179762,Buruk
94.02302414249576,-8.873934486363254,755.137255673619,15.683546768747915,Buruk
84.48753109694546,-8.524068705292024,147.07348092903794,15.683230915913624,Buruk
85.54605840110072,-8.544739872716129,849.6473906774114,15.564267412013924,Buruk
89.55232284962005,-6.747661213102174,460.7787680327258,15.294638178241172,Buruk
99.05051420006733,-0.8868649442857404,138.82717264941013,15.149673768562918,Buruk
42.89940273750184,-8.445307260700304,172.31987120162984,15.062793815435251,Buruk
2.6511310541621813,-9.772927104651618,134.01522845064073,14.454405074351264,Buruk
9.783416065100148,-8.373024387162005,129.15941515149498,14.40262567638999,Buruk
